id,title,year,n_citation,doc_type,reference_count,references,doi
2141086470,Channel holding time in hierarchical cellular systems,2004.0,10,Journal,6.0,2099014319;2124647943;2148985949;2158955925;2161736051;2164698383,https://doi.org/10.1109/LCOMM.2004.835342
2934389308,Learning from Corrective Demonstrations,2019.0,0,Conference,9.0,187005120;1539716820;2013314235;2063471043;2085583171;2123694750;2792089292;2890201316;2894920740,https://doi.org/10.1109/hri.2019.8673287
2293472361,Non-Line-of-Sight Mitigation via Lagrange Programming Neural Networks in TOA-Based Localization,2015.0,0,Conference,6.0,1975378475;1976867558;2006805041;2033972343;2155816520;2156435819,https://doi.org/10.1007/978-3-319-26555-1_22
2214567334,Conservative claims about the probability of perfection of software-based systems,2015.0,5,Conference,14.0,1916488832;1971991620;1981060754;1981076960;2001567088;2010146056;2038710499;2111453601;2119127526;2129262519;2132901515;2144280492;2144361182;2147247028,https://doi.org/10.1109/ISSRE.2015.7381807
2077362702,Utilizing digital image processing techniques to evaluate the condition of non-ceramic insulators,2015.0,0,Conference,1.0,1994146421,https://doi.org/10.1109/ICCSPA.2015.7081290
1884167616,"Information, Estimation, and Lookahead in the Gaussian Channel",2016.0,4,Journal,13.0,1521353550;2044863091;2051868869;2060491449;2091104669;2093275777;2111616148;2135274848;2136135636;2153463205;2155549573;2157735349;2174000564,https://doi.org/10.1109/TSP.2016.2544748
2536130014,Application of Manifold Learning to Machinery Fault Diagnosis,2016.0,0,Conference,4.0,1991519797;2156718197;2157872906;2165874743,https://doi.org/10.1007/978-3-319-48390-0_5
2787046174,Beam Angle Channel Modulation,2017.0,3,Conference,5.0,1971549192;2029262884;2067605736;2103146663;2355914915,https://doi.org/10.1109/vtcfall.2017.8288026
2008217888,Vectorization of generation of fractals from z ← z2 + c on IBM 3090/180VF,1993.0,3,Journal,1.0,1991112277,https://doi.org/10.1016/0097-8493(93)90101-E
2167369079,Recurrent autoassociative networks and holistic computations,2000.0,1,Conference,3.0,1971844566;2013494846;2110485445,https://doi.org/10.1109/IJCNN.2000.861535
2015362848,A 2D physically based compact model for advanced power bipolar devices,2004.0,17,Journal,1.0,2041164269,https://doi.org/10.1016/j.mejo.2004.02.006
2913828868,Haptic and Virtual Reality Based Shared Control for MAV,2019.0,0,Journal,9.0,1983537384;2001972767;2005541721;2037444456;2045990313;2061408217;2103120971;2125652030;2127272302,https://doi.org/10.1109/TAES.2018.2885642
1967159334,Medical Robotics: State-of-the-Art Applications and Research Challenges,2013.0,1,Journal,8.0,1614856460;2070927739;2082879363;2118631462;2398185030;2400077879;2405509699;2440973056,https://doi.org/10.4018/jhisi.2013040101
1972846105,Parameter identification for a water quality model using two hybrid swarm intelligence algorithms,2016.0,2,Conference,23.0,1502245601;1512208174;1515288971;1822352794;1867652237;1966574952;1967924725;1978226560;1982265565;1999077811;2006462547;2017196268;2021134486;2030543747;2055923829;2062287119;2137509473;2141755357;2143560894;2144317842;2149160185;2150259190;2158662288,https://doi.org/10.1007/s00500-015-1684-7
2040363889,Rewriting systems with a clocking mechanism,1978.0,0,Journal,8.0,30902494;1886156637;1968427680;1979877014;2015947405;2019362040;2051419196;2099683082,https://doi.org/10.1016/0020-0255(78)90044-0
2293768489,Short paper: a video self-avatar influences the perception of heights in an augmented reality oculus rift,2014.0,3,Conference,8.0,1988550103;2002308510;2002939146;2007537349;2072227633;2143954169;2150281176;2242315049,https://doi.org/10.2312/ve.20141358
2059138769,Fuzzy rough sets based uncertainty measuring for stream based active learning,2012.0,2,Conference,7.0,1528361845;1952202204;2002680690;2056784354;2080021732;2167122806;2426031434,https://doi.org/10.1109/ICMLC.2012.6358926
2147088720,The program dependence graph in a software development environment,1984.0,586,Conference,25.0,1516632679;1559577056;1576764729;1964962870;1986906448;1990199656;1997765666;2006982846;2010556856;2010905142;2016366442;2020946901;2022043656;2025043404;2025453007;2047891843;2050558889;2054776392;2106530774;2118450335;2140311411;2141109493;2153878067;2154215674;2293624369,https://doi.org/10.1145/390010.808263
2897730025,Deep neural networks based user interface detection for mobile applications using symbol marker,2018.0,0,Conference,3.0,2017081837;2241093273;2962724148,https://doi.org/10.1145/3264746.3264808
2011129011,Data Format and Bus Compatibility in Multiprocessors,1983.0,19,Journal,3.0,1972626358;1980855257;2055419062,https://doi.org/10.1109/MM.1983.291136
153532122,Using mediating metacommunication to improve accessibility to deaf in corporate information systems on the web,2013.0,0,Conference,6.0,161670401;2015166103;2055551358;2098413783;2135151674;2152358051,https://doi.org/10.1007/978-3-642-39191-0_69
1592783732,An empirical investigation of e-mail use versus face-to-face meetings : integrating the Napoleon effect perspective,2008.0,10,Journal,15.0,1490237024;1552483424;1580428352;1591574350;1593051763;1994296222;2026669942;2060955638;2066505251;2092116997;2100284860;2111889955;2132277798;2140093725;2149960779,https://doi.org/10.17705/1cais.02227
2261370033,A new approach for deriving fuzzy global priorities in fuzzy analytic network process,2016.0,2,Journal,20.0,1539513547;2013590914;2021092910;2021689771;2028620372;2033617685;2034387309;2047053036;2049552225;2049599335;2050323620;2059696620;2077855710;2079259391;2084710165;2094688336;2110063089;2114146808;2171764073;2234001702,https://doi.org/10.3233/IFS-151888
2118592651,GEM: Graph EMbedding for routing and data-centric storage in sensor networks without geographic information,2003.0,289,Conference,39.0,151572038;1543879246;1549935796;1584920463;2005580106;2006383304;2008773589;2020085766;2021670981;2033112846;2035494495;2048465234;2057994027;2091569826;2099574482;2101963262;2106335692;2109072691;2109764756;2112737587;2118428193;2119362555;2123080720;2124651399;2132932625;2135035173;2137191772;2137382266;2141798247;2148251644;2148647281;2152809170;2156689181;2157457404;2158049821;2167396179;2167898414;2169746237;2170102584,https://doi.org/10.1145/958491.958501
2508363794,Boosting access parallelism to PCM-based main memory,2016.0,20,Conference,27.0,1978085294;1983826793;1984580002;1987201308;1998791759;2010795939;2033982707;2036767307;2038229768;2041588416;2048588974;2055818721;2082070657;2102449048;2110860124;2112753327;2121795083;2129513794;2130301020;2131533407;2135393827;2138436606;2138661001;2147657366;2150261618;2151917022;2162639668,https://doi.org/10.1145/3007787.3001211
2162492115,"LTL types FRP: linear-time temporal logic propositions as types, proofs as functional reactive programs",2012.0,34,Conference,28.0,102293300;1503973138;1511203305;1539804543;1544543122;1590769334;1743640533;1965042993;2023808162;2039659978;2040525745;2041337116;2064138295;2065353132;2070998289;2079512738;2079735866;2101416179;2105153579;2116435685;2120411588;2123018358;2126860147;2158789193;2162015151;2165446401;2246548093;2400848091,https://doi.org/10.1145/2103776.2103783
125034179,Control Interfaces for a Collaborative System Using LabView Package,2012.0,4,Conference,1.0,1492362603,https://doi.org/10.1007/978-3-642-28255-3_4
2886189040,Experiences on Teaching Parallel and Distributed Computing for Undergraduates,2018.0,2,Conference,2.0,2173213060;2569915100,https://doi.org/10.1109/ipdpsw.2018.00068
2000659433,Stereoscopic video shot classification based on Weighted Linear Discriminant Analysis,2014.0,2,Conference,18.0,2002287862;2046838876;2099736636;2108431203;2116737642;2119362355;2121781154;2125148312;2128568752;2134224682;2144577430;2146081294;2147328102;2151385494;2154458328;2158281641;2166126780;2914885528,https://doi.org/10.1109/MLSP.2014.6958932
2025670686,Investigating voice communication over multipath wireless mobile ad hoc network,2008.0,10,Conference,14.0,1513792956;1537017220;1646091373;1968595085;1990936602;2023256016;2099040451;2102258543;2124796930;2131707276;2136820819;2157457404;2157742576;2160221529,https://doi.org/10.1145/1352793.1352904
2075665363,Factors affecting product innovation performance according to dynamics of environment: evidence from Korean high–tech enterprises in manufacturing sector,2015.0,5,Journal,2.0,2039956571;2159620505,https://doi.org/10.1504/IJTM.2015.068219
2160831237,A metric to increase throughput in untrustworthy multi-hop wireless mesh networks,2006.0,4,Conference,11.0,1597644057;2010365467;2041248965;2095922308;2101214690;2115373791;2122426592;2122744359;2135782021;2156874421;2157457404,https://doi.org/10.1109/WCNC.2006.1683518
2114884102,Improving resolution for array processing by new array geometry and spatial filter,1994.0,7,Journal,3.0,2106369199;2118682956;2136274821,https://doi.org/10.1109/78.277865
2120826643,Practical approaches to maintaining referential integrity in multidatabase systems,1993.0,4,Conference,18.0,1492626646;1553530192;1597227583;1967608956;1991199257;1991614124;2052960791;2113012239;2119882038;2120052337;2122789628;2128736672;2133088444;2142849519;2151540693;2164749306;2164768429;2912039080,https://doi.org/10.1109/RIDE.1993.281947
1989384658,Analysis of DNA methylation epidemiological data through a generic composite statistical framework,2012.0,1,Conference,4.0,2003542578;2056040742;2096099115;2139685585,https://doi.org/10.1109/BIBE.2012.6399775
2117461107,ON UNIFORMLY RECURRENT MORPHIC SEQUENCES,2009.0,12,Journal,18.0,34101780;67338565;69418090;120109654;1487855130;1489341787;1554503525;1588677482;1631545942;2003927948;2008735821;2032833010;2032953321;2048475572;2085056917;2105941215;2141787916;2153578201,https://doi.org/10.1142/S0129054109006966
1976802195,"A combinatorial, strongly polynomial-time algorithm for minimizing submodular functions",2000.0,77,Conference,28.0,1483497677;1498671329;1972946082;1991578470;2010951662;2012329067;2012554042;2015429465;2020165787;2025410044;2035228443;2035575256;2042275390;2043525538;2050977796;2056006039;2060088365;2071642760;2076187197;2076642094;2080656989;2090960684;2107547393;2131304595;2149342630;2150154671;2170193147;2170569385,https://doi.org/10.1145/335305.335317
2044265377,Technology implementation for telemedicine programs,2004.0,40,Journal,3.0,2018683804;2075154899;2119830340,https://doi.org/10.1145/966389.966396
1976319177,Laser range scanner based on self-calibration techniques using coplanarities and metric constraints,2009.0,14,Journal,23.0,1588886517;1700440668;1848345224;1896872956;1971866894;1992957660;2024680714;2035384878;2040939933;2060199789;2095466241;2103797169;2108318776;2113723208;2118002377;2127417920;2140671816;2143214694;2146311069;2149284131;2156100978;2162172920;2544583876,https://doi.org/10.1016/j.cviu.2009.05.006
2024283139,A fast and well-structured multiplier,2004.0,21,Conference,9.0,1555915743;1835793760;1983849809;2052373731;2107088801;2107514539;2110288503;2128027813;2154098113,https://doi.org/10.1109/DSD.2004.5
1989581135,An IEEE 802.11 quantum handshake using the three-stage protocol,2014.0,3,Conference,9.0,1554312721;1575490044;2014884277;2057833137;2062003350;2065490454;2102607087;2114566185;2145994227,https://doi.org/10.1109/ICCCN.2014.6911849
14266778,On Two Approaches to Constructing Optimal Algorithms for Multi-objective Optimization,2013.0,0,Conference,7.0,10395031;643078925;1527197079;2060997116;2101853697;2160262890;2161055009,https://doi.org/10.1007/978-3-642-41947-8_20
2058731530,Local minima for indefinite quadratic knapsack problems,1992.0,16,Journal,11.0,1767277406;1987755233;1993217815;1995246641;2004732730;2020567423;2061211758;2062459871;2079135578;2103981148;2121403025,https://doi.org/10.1007/BF01586048
2046975620,A computational photography shootout: Wavefront coding vs. lattice focal imaging,2014.0,0,Conference,6.0,2014131801;2056370875;2120426132;2123870485;2170930628;2540260254,https://doi.org/10.1109/ICIP.2014.7025005
2529830695,Quasi-3D Modeling and Efficient Simulation of Laminar Flows in Microfluidic Devices,2016.0,0,Journal,1.0,2010564598,https://doi.org/10.3390/s16101639
1555411534,A system for very low data rate speech communication,1981.0,2,Conference,1.0,2130158387,https://doi.org/10.1109/ICASSP.1981.1171311
2293984849,Consistent data association in multi-robot systems with limited communications.,2010.0,27,Conference,17.0,1584640914;1677409904;1864173022;2058933750;2085261163;2107402720;2115126368;2115457926;2119801619;2128098352;2132726652;2136797152;2155620850;2168110171;2169901455;2170229019;2398322574,https://doi.org/10.15607/RSS.2010.VI.013
2035150328,Knowledge-based systems verification: A machine learning-based approach,1995.0,11,Journal,12.0,1480023663;1491323221;1508109433;1553133723;1553997986;1999138184;2039832885;2069210716;2085676314;2120227148;2147096558;2178156889,https://doi.org/10.1016/0957-4174(94)E0029-T
2917943429,Any F-Transform Is Defined by a Powerset Theory.,2018.0,0,Conference,16.0,1793926065;2017725028;2037248507;2039039921;2055390537;2075594316;2087838157;2089631843;2092376312;2094175511;2165394162;2513014123;2514768652;2549935939;2598218473;2912565176,https://doi.org/10.1007/978-3-030-12544-8_5
2138284794,Real-time heuristic search for motion planning with dynamic obstacles,2014.0,0,Journal,14.0,1969483458;2021061679;2035601288;2086251647;2096246174;2113029345;2113286054;2158137377;2167918262;2168424616;2169528473;2257351418;2611243847;2913241063,https://doi.org/10.3233/AIC-140604
2057698045,Discover binding pathways using the sliding binding-box docking approach: application to binding pathways of oseltamivir to avian influenza H5N1 neuraminidase,2013.0,4,Journal,6.0,2063650880;2077059634;2134967712;2150593711;2168109952;2200746971,https://doi.org/10.1007/s10822-013-9675-1
2094244990,The Mobile Robot for Outer Surface Inspection of Boiler Tubes,2004.0,2,Conference,3.0,1935646398;2100811171;2149957600,https://doi.org/10.2316/journal.206.2004.1.206-2729
2900574847,Using the PI ProcessBook Software Tool to Monitor Room Occupancy in Smart Home Care,2018.0,0,Conference,4.0,2013987500;2166184405;2490067093;2746819022,https://doi.org/10.1109/healthcom.2018.8531108
2794326922,Sensors and Actuators in Smart Cities,2018.0,5,Journal,10.0,2748051370;2752212011;2760403568;2768901605;2769930542;2770146469;2772056443;2776698093;2781875429;2787502244,https://doi.org/10.3390/jsan7010008
2054094138,On the existence of a trivariate copula with given values of a trivariate quasi-copula at several points,2013.0,2,Journal,13.0,155995497;997778068;1971810600;2019582152;2024395956;2025666190;2037961184;2053370474;2071843946;2079323964;2080271170;2119436275;2157658647,https://doi.org/10.1016/j.fss.2012.07.006
1997782916,Generalization of temporal filter and linear transformation for robust speech recognition,2014.0,1,Conference,26.0,95870201;112154549;1279245896;1965588146;1992206383;1992475611;1992576854;2002342963;2051434435;2052667477;2066561607;2082474452;2092305100;2096051479;2100969003;2107102907;2115515280;2117305059;2121981798;2129967803;2137075158;2159675447;2159680533;2163648514;2171000037;2399551473,https://doi.org/10.1109/ICASSP.2014.6853894
2134217823,Morphing based on Strain Field Interpolation,2004.0,12,Journal,15.0,1983504144;2010986468;2021167140;2046911213;2058517112;2073953856;2092053444;2101967132;2104313947;2113002969;2133497849;2146783094;2152620868;2155603627;2167486524,https://doi.org/10.1002/cav.48
2104472898,A general upper bound for FSO channel capacity with input-dependent Gaussian noise and the corresponding optimal input distribution,2013.0,1,Conference,3.0,2110403488;2117578628;2144664023,https://doi.org/10.1109/ISIT.2013.6620517
64322280,Real-Time Intruder Tracing through Self-Replication,2002.0,1,Conference,7.0,1550624107;1591051730;1808267102;1928525036;2084206551;2128945468;2159349244,https://doi.org/10.1007/3-540-45811-5_1
2080982737,Feedback vertex sets in mesh-based networks,2007.0,0,Journal,27.0,200220036;1480480697;1575434249;1581643485;1978731130;1979750750;1982420787;1991300627;1999519812;2000338110;2002052439;2002234798;2011576340;2014119074;2016598634;2040924621;2047766986;2050620052;2058010109;2066782398;2067886059;2068424683;2081880478;2083197082;2089749235;2122114408;2302194032,https://doi.org/10.1016/j.tcs.2007.03.051
1976268573,Bisimulation through probabilistic testing,1991.0,1014,Journal,10.0,1487199072;1489099913;1547562281;1978469611;2001748564;2137865376;2157144873;2167004912;2171536993;2913461254,https://doi.org/10.1016/0890-5401(91)90030-6
2075857626,"Blue pleiades, a new solution for device discovery and scatternet formation in multi-hop bluetooth networks",2007.0,32,Journal,13.0,10935558;1545783422;1603103653;1769050097;1859838011;1967533244;2031671531;2117640428;2126889911;2127261016;2141038643;2153999791;2167369370,https://doi.org/10.1007/s11276-006-1304-7
1590980283,Summarization by Domain Ontology Navigation,2013.0,0,Journal,16.0,1500405828;1511537177;1538369613;1550258693;1582937643;1659833910;1979965310;2035967403;2066350381;2081580037;2087739686;2089999759;2105920890;2116105019;2142487989;2159583324,https://doi.org/10.1002/int.21575
2967016881,Surprisingly Popular Algorithm-Based Comprehensive Adaptive Topology Learning PSO,2019.0,0,Conference,14.0,1179686678;1546627672;1968075052;1972316166;1998391576;2025603547;2027931016;2042253843;2096166399;2129954861;2131613989;2140491475;2739572774;2908286818,https://doi.org/10.1109/CEC.2019.8790002
2061638395,Collocation method using quartic B-spline for the equal width (EW) equation,2005.0,27,Journal,1.0,1984767386,https://doi.org/10.1016/j.amc.2004.09.019
2003392144,Tightly controlled linear hashing without separate overflow storage,1981.0,21,Journal,3.0,101498165;2051344537;2087966340,https://doi.org/10.1007/BF01932837
1497584229,Towards a typed geometry of interaction,2005.0,2,Conference,14.0,137870083;1605626978;1932779556;1961717322;1977424271;2020295593;2063179190;2090319048;2096885339;2099951171;2110661450;2128702639;2166666657;2911865844,https://doi.org/10.1007/11538363_16
2108288988,Improving the performance of ANN training with an unsupervised filtering method,2009.0,1,Conference,6.0,1584762295;2104352549;2108259386;2119388568;2142616273;2539485310,https://doi.org/10.1109/IJCNN.2009.5178687
2140767687,Some thoughts on agent trust and delegation,2001.0,52,Conference,22.0,58257160;1541458676;1684766985;1859131989;1870880088;1977281680;1987339920;1996674555;2058478906;2067580212;2073110430;2092747249;2101340738;2105470748;2113467413;2120317748;2122193043;2123796356;2128672031;2160308108;2162502318;2983164745,https://doi.org/10.1145/375735.376424
119889559,Early Start in Software Coaching,2013.0,2,Conference,19.0,177712581;1517055698;1558527408;1975665666;1979553871;2007519047;2008971371;2032012607;2044101946;2048667395;2097267311;2105183781;2105378416;2111787951;2126428499;2144514752;2165558212;2167491340;2913013755,https://doi.org/10.1007/978-3-642-38314-4_2
2487000310,"Understanding STDMA via computer simulation: feasibility to vehicular safety applications, configurations, and time synchronization errors",2016.0,1,Journal,31.0,1520811730;1580275253;1618537293;1937767493;1972944804;1976473913;1981574300;1984149757;1984880769;1987156947;1996039196;1999614099;2000172548;2004257598;2008174958;2011683472;2015029176;2017954997;2023835067;2029466288;2029758586;2049276813;2050869653;2078253801;2079345704;2095803340;2095926355;2096886352;2101489026;2149910489;2167522298,https://doi.org/10.1186/s13638-016-0680-7
1536790875,Autocorrelation Coefficients and Correlation Immunity of Boolean Functions,2001.0,24,Conference,15.0,1511374591;1513214876;1531636866;1541483074;1557382432;1583499453;1585247305;1589266564;1854146939;1980279697;2026474140;2089555817;2112294703;2127572279;2154271831,https://doi.org/10.1007/3-540-45682-1_27
2040726463,A framework of models for QoS-oriented adaptive deployment of multi-layer communication services in group cooperative activities,2008.0,6,Journal,18.0,26453506;1497534906;1963555933;2002329982;2012925103;2059653784;2060347522;2069018001;2088586817;2107160681;2110168847;2124479173;2126622671;2134323418;2137190983;2144277888;2168823442;2521445907,https://doi.org/10.1016/j.comcom.2008.04.002
1667873640,A novel Kinect-based system for 3D moving object interception with a 5-DOF robotic arm,2015.0,2,Conference,18.0,1525673530;1970549371;1976027761;2002398186;2040227765;2073213529;2074671199;2083525967;2091777098;2095614026;2109618870;2111978237;2112731915;2116959739;2123296410;2142726180;2146922385;2158522422,https://doi.org/10.1109/CoASE.2015.7294049
2009973328,BARRIER AT WORK,2007.0,2,Conference,2.0,2004732425;2062756662,https://doi.org/10.3182/20070904-3-KR-2922.00024
2565577111,How the strengths of Lisp-family languages facilitate building complex and flexible bioinformatics applications,2016.0,1,Journal,28.0,18215089;186779566;1565471693;1587026990;2014596857;2050624025;2056905592;2070310827;2096608686;2100827887;2103890354;2108234281;2109453587;2114850508;2128329041;2128567635;2133298156;2138107070;2138891742;2142150407;2142894595;2149728171;2164960035;2165693128;2168465568;2170806980;2511543798;2580503102,https://doi.org/10.1093/bib/bbw130
1603301677,Application of fuzzy control base on changeable universe to superheated steam temperature control system,2003.0,6,Conference,1.0,2067198244,https://doi.org/10.1007/3-540-39205-X_57
2151987350,Intermediate states as a source of non-deterministic behavior in triggers,1994.0,6,Conference,5.0,121182052;1543904855;2128736672;2164749306;2170551989,https://doi.org/10.1109/RIDE.1994.282842
2130341379,N-nary RAID: 3-resilient RAID Based on an N-nary Number,2009.0,16,Conference,2.0,1973178497;2147853062,https://doi.org/10.1109/AINA.2009.27
2795046822,Bernstein Bound on WCS is Tight,2018.0,1,Conference,31.0,55486550;124625691;190291562;588424841;1489155257;1504211573;1511186238;1523854767;1535554763;1551279437;1555623005;1567501709;1578627459;1607921603;1763079358;1972418517;1981670729;1985623009;2052207834;2085759780;2090529730;2134079148;2165908632;2229133197;2234576477;2249289274;2406249246;2497610130;2611899471;2794617439;2794621867,https://doi.org/10.1007/978-3-319-96881-0_8
2573798946,Adaptive Activation Functions for Deep Networks.,2016.0,6,Journal,7.0,1993882792;2011791569;2028528153;2136922672;2137983211;2153796359;2949117887,https://doi.org/10.2352/ISSN.2470-1173.2016.19.COIMG-149
2041012113,Anti-disturbance fault diagnosis for non-Gaussian stochastic distribution systems with multiple disturbances ☆,2014.0,19,Journal,9.0,1972076522;1974571740;1994468395;2008718101;2052642131;2129904672;2158675660;2170625201;2179662333,https://doi.org/10.1016/j.neucom.2014.01.001
2145445013,mmsearch: a motif arrangement language and search program,2001.0,7,Journal,6.0,2023416300;2141885858;2143173841;2152350018;2166359901;2916193864,https://doi.org/10.1093/bioinformatics/17.12.1234
2022431633,The pulse coupled phasor measurement units,2014.0,3,Conference,7.0,1494289160;2017226113;2074040836;2113025900;2143434511;2147399099;2165135460,https://doi.org/10.1109/SmartGridComm.2014.7007666
2079778364,Sistemas híbridos neuro-simbólicos: Una revisión,2000.0,7,Journal,14.0,71269758;200529063;1489118070;1502096847;1546419536;1883163132;2006872841;2022591466;2043926798;2070429602;2088534903;2099473778;2126385963;2249846468,https://doi.org/10.4114/ia.v4i11.687
2059918482,Horizontal Aggregations in SQL to Prepare Data Sets for Data Mining Analysis,2012.0,49,Journal,18.0,1567277549;1593671122;1966558147;1966901553;1990388336;1994674921;2045466225;2049578111;2063680791;2064803206;2102951036;2103201239;2108751703;2121737596;2122789628;2125691260;2143979434;2152592483,https://doi.org/10.1109/TKDE.2011.16
2557960835,A bio-inspired method for locating the diffusion source with limited observers,2016.0,2,Conference,18.0,1655456;49554605;1971941321;1976309217;1978136502;2011014734;2023223364;2037722903;2054558630;2075594102;2085330768;2130466555;2143244831;2150105124;2153465747;2479032158;2527140341;2528339895,https://doi.org/10.1109/CEC.2016.7743836
58111738,Existence of periodic solution of BAM neural network with delay and impulse,2006.0,0,Conference,1.0,2017980371,https://doi.org/10.1007/11759966_43
2012483235,Radio-over-fiber-based solution to provide broadband internet access to train passengers [Topics in Optical Communications],2007.0,115,Journal,1.0,2052022822,https://doi.org/10.1109/MCOM.2007.313395
2137746523,Space-time signaling in correlated channels,2005.0,1,Conference,8.0,2075296511;2105168014;2108525369;2117359246;2118040894;2123130165;2130868358;2149692125,https://doi.org/10.1109/WCNC.2005.1424559
1984121070,Development of a haptic interface using MR fluid for displaying cutting forces of soft tissues,2012.0,11,Conference,6.0,1540189740;2086574474;2089640842;2101535012;2138378198;2141319554,https://doi.org/10.1109/ICRA.2012.6225109
2178356975,Measuring climate change on Twitter using Google’s algorithm: perception and events,2015.0,2,Journal,12.0,1506285740;1978394996;2009330377;2027875450;2101746535;2103333826;2104882228;2118020653;2148374900;2150874198;2170223597;2233310037,https://doi.org/10.1108/IJWIS-08-2015-0025
2266723808,Defining Threat Agents: Towards a More Complete Threat Analysis,2011.0,0,Journal,16.0,1984479361;1992226504;2010367872;2030684361;2044625105;2048099096;2054546630;2065546348;2103700304;2109105084;2116801084;2142753309;2157036912;2161315914;2161793670;2169633128,https://doi.org/10.1007/978-3-8348-9788-6_21
2134011045,A user-oriented implementation of the ELECTRE-TRI method integrating preference elicitation support,2000.0,203,Journal,5.0,113416800;1557589382;1583775122;2118016020;2170782514,https://doi.org/10.1016/S0305-0548(99)00117-3
2159181792,Activity-centric support for weakly-structured business processes,2010.0,9,Conference,19.0,106737688;174712894;1504550119;1523284897;1575801721;1586642858;1971633256;1981261334;2023992080;2059828255;2062472769;2091676263;2109975482;2110790175;2131967717;2151647377;2396220109;2431139695;2624469493,https://doi.org/10.1145/1822018.1822057
2048864337,Estimating extreme probabilities using tail simulated data,1997.0,11,Journal,7.0,1490204423;1534500549;1981430627;1982633848;2093976733;2159082327;2161369142,https://doi.org/10.1016/S0888-613X(97)00011-X
2923316234,A survey on human detection surveillance systems for Raspberry Pi,2019.0,0,Journal,34.0,1608462934;1833143043;1951197113;1987118352;2031454541;2031489346;2071347656;2097324787;2098699644;2110379134;2111013701;2112108686;2117203466;2118061983;2119605622;2119821739;2121102817;2121955477;2127420331;2149193709;2151103935;2156909104;2161969291;2167453047;2169671170;2232400531;2492913445;2535410496;2541976718;2548197316;2566072904;2612445135;2767018766;2787502420,https://doi.org/10.1016/j.imavis.2019.02.010
2152100348,New cost-effective VLSI implementation of multiplierless FIR filter using common subexpression elimination,2005.0,21,Conference,4.0,1562741035;2119529071;2120173944;2170710139,https://doi.org/10.1109/ISCAS.2005.1464870
1866987313,A Comparison of Measures for Detecting Natural Shapes in Cluttered Backgrounds,1998.0,20,Conference,13.0,1640070940;1688852613;1925618726;1979622972;1992336406;2128197592;2129104643;2133138342;2136120429;2138722428;2152109057;2153338534;2163869712,https://doi.org/10.1007/BFb0054757
2548963432,Perspectives on Chinese developments in spaceborne imaging spectroscopy: What to expect in the next 5–10 years,2016.0,0,Conference,2.0,2073786624;2128686953,https://doi.org/10.1109/IGARSS.2016.7729056
2335819611,Extracting significant pattern histories from timestamped texts using MapReduce,2016.0,9,Journal,24.0,580366031;1965696806;1990061958;1993219230;1996034123;2024228866;2040466507;2048491355;2062163414;2075947452;2081416313;2083854694;2086207029;2087721273;2094022523;2095396418;2109552221;2112056172;2126399065;2134283755;2156516804;2158585409;2158874082;2302874300,https://doi.org/10.1007/s11227-016-1713-z
149956998,Causal delivery protocols in real-time systems: a generic model,1996.0,14,Journal,15.0,1512343371;1537146784;1918611020;1963003178;1973501242;1985349143;2024481357;2044052675;2101879503;2102526983;2107264649;2118153508;2150776996;2167731137;2170314424,https://doi.org/10.1007/BF00357883
2167562611,Compressed sensing-based method for electrocardiogram monitoring on wireless body sensor using binary matrix,2015.0,1,Journal,12.0,1972201313;1986931325;2017761965;2030165619;2111414067;2114762409;2120365466;2127271355;2145096794;2154483232;2158006303;2169382889,https://doi.org/10.1504/IJWMC.2015.068623
2019353804,A minimal repair replacement model with two types of failure and a safety constraint,2008.0,22,Journal,3.0,1973253810;2024666582;2040495054,https://doi.org/10.1016/j.ejor.2007.04.038
2588587627,QoS-aware energy-saving mechanism for hybrid optical-wireless broadband access networks,2017.0,6,Journal,13.0,1927410095;1955817489;1973482513;1998489325;2002578498;2013043602;2055663313;2067566916;2130234764;2132647318;2148289319;2167892048;2168963723,https://doi.org/10.1007/s11107-017-0690-3
2754139698,TTracker: Using finger detection to improve touch typing training,2017.0,0,Conference,4.0,1560603192;2021407284;2398233865;2461648200,https://doi.org/10.1007/978-3-319-68059-0_53
2012316236,Dual Antenna Receivers for High Data Rate Terminals,2007.0,4,Journal,2.0,1494658332;2131219594,https://doi.org/10.1007/s11277-006-9221-8
1979393546,An eye tracking approach to image search activities using RSVP display techniques,2008.0,9,Conference,8.0,1606124908;1974707419;2012803619;2081203139;2084911202;2085337093;2133100242;2154174922,https://doi.org/10.1145/1385569.1385648
2054468804,Recommendation algorithm combining the user-based classified regression and the item-based filtering,2006.0,19,Conference,5.0,2028036481;2042281163;2057839967;2147654806;2155106456,https://doi.org/10.1145/1151454.1151463
2296360731,Walking and running on yielding and fluidizing ground,2012.0,16,Conference,6.0,1822001265;2024084391;2096169664;2146262966;2157936767;2163635681,https://doi.org/10.15607/RSS.2012.VIII.044
2532773024,Creation of an IEC 62304 compliant software development plan,2016.0,4,Journal,5.0,174505121;1189868418;1914744273;1975567457;2150465980,https://doi.org/10.1002/smr.1826
2791258474,Power spectrum analysis of EEG signals evoked by LED acupuncture in healthy subjects,2017.0,0,Conference,2.0,1985963135;2012959985,https://doi.org/10.1109/cisp-bmei.2017.8302230
2015012605,Methodology for Processing Seismograms Containing Total Internal Reflections,2014.0,0,Journal,4.0,1999432499;2126049460;2152659663;2170273212,https://doi.org/10.1109/TGRS.2014.2307071
